RF,f1,accuracy,geom_mean,roc_auc,fit_time,score_time
Train RF,0.7685699997733041,0.7609929862835978,0.7459128352814531,0.8728040224603669,12.000444014867147,2.1209169228871665
Test RF,0.7647660623946305,0.7551064162576792,0.7379839456531393,0.8668805575348614,2.780238389968872,0.44539793332417804
