KNN,f1,accuracy,geom_mean,roc_auc,fit_time,score_time
Train KNN,0.7446577454627303,0.7158426374160939,0.6754334340808241,0.861080170983059,0.23514978090922037,95.86660401026408
Test KNN,0.7431058873549085,0.7116272090598966,0.6670084180736066,0.8562872172310817,0.03621832529703776,5.053197463353475
