KNN,f1,accuracy,geom_mean,roc_auc,fit_time,score_time
Train KNN,0.7805398290590517,0.7805665611461694,0.7804887383915201,0.8627624966594875,0.05385613441467285,10.416179100672403
Test KNN,0.7375637436482364,0.707741862252664,0.6628517763194149,0.8557563387799814,0.05088265736897787,9.618817726771036
