SVM,f1,accuracy,geom_mean,roc_auc,fit_time,score_time
Train SVM,0.7806454453225977,0.7806838632273546,0.7805719265825282,0.8456259318022418,594.0311787923177,79.86621856689453
Test SVM,0.663700993855123,0.6360260970345715,0.535353626972988,0.8159838130947913,166.39884400367737,23.066954851150513
