Cross validation,f1_macro,bal_acc,moy_geom,roc_auc,fit_time,score_time
knn : train,0.7805398290590517,0.7805665611461694,0.7804887383915201,0.8627624966594875,0.05486933390299479,10.799404621124268
knn : test,0.7375637436482364,0.707741862252664,0.6628517763194149,0.8557563387799814,0.052967071533203125,9.579575141270956
